E_NA1,E_MG1,E_AL1,E_CA1,E_SC1,E_SC2,E_TI1,E_V1,E_CR1,E_CR2,E_FE1,E_FE2,E_CO1,E_NI1,E_Y2,E_FEH
0.01,0.14,,0.1,,0.14,0.17,0.21,,0.5,0.3,0.16,,0.18,0.02,0.0
0.01,0.02,0.0,0.03,,0.04,0.02,0.09,0.11,0.0,0.01,0.04,0.13,0.02,0.05,0.03174583
0.07,0.01,0.13,0.03,0.19,0.09,0.02,0.04,0.25,0.12,0.0,0.0,0.02,0.09,0.0,0.035316348
0.14,0.14,0.04,0.13,,0.18,0.05,0.36,0.04,0.0,0.0,0.0,0.0,0.16,0.0,0.06847263
0.29,0.43,0.2,0.39,0.21,0.24,0.22,0.08,0.18,0.21,0.0,0.0,0.1,0.26,0.0,0.014139646
0.33,0.29,0.01,0.4,0.17,0.06,0.23,0.13,0.26,0.32,0.0,0.0,0.18,0.27,0.0,0.014139619
,,,,,,,,,,,,,,,0.0
0.47,0.28,0.28,0.22,0.11,0.34,0.55,0.37,0.4,0.34,0.25,0.1,0.35,0.42,0.68,0.0
0.45,0.26,0.22,0.23,0.08,0.3,0.48,0.09,0.52,0.45,0.21,0.14,0.25,0.34,0.43,0.0
0.41,0.28,0.04,0.3,0.08,0.29,0.61,0.28,0.55,0.32,0.24,0.1,0.44,0.37,0.49,0.0
0.0,0.0,0.09,0.0,0.28,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13224764
0.06,0.21,0.04,0.03,,0.05,0.01,0.08,0.09,0.0,0.0,0.0,0.12,0.06,0.0,0.041120693
0.02,0.09,0.01,0.03,0.03,0.08,0.05,0.07,0.03,0.0,0.0,0.0,0.11,0.01,0.0,0.015799837
0.02,0.01,0.01,0.01,,0.05,0.0,0.17,0.03,0.0,0.01,0.05,0.13,0.01,0.08,0.02893889
0.57,0.11,0.01,0.13,,,0.36,,0.17,,0.15,0.12,0.3,0.2,,0.0
0.18,0.34,0.16,0.19,,0.22,0.41,0.24,0.19,0.27,0.24,0.26,0.13,0.19,0.4,0.0
0.21,0.14,0.23,0.24,0.09,0.2,0.53,0.15,0.46,0.51,0.23,0.17,0.37,0.34,0.57,0.0
0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070399925
0.01,0.02,0.05,0.01,0.0,0.04,0.06,0.0,0.03,0.0,0.04,0.01,0.04,0.0,0.07,0.008533701
,,,,,,,,,,0.35,0.16,0.04798076,0.05538296,,0.0
0.54,0.08,,0.41,,0.15,0.64,0.28,0.62,0.29,0.029997524,,,0.74,0.17,0.0
0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.09814649
0.02,0.02,0.01,0.01,0.22,0.02,0.02,0.04,0.01,0.0,0.03,0.02,0.08,0.02,0.06,0.012383524
0.12,0.21,0.09,0.17,0.19,0.22,0.26,0.16,0.23,0.34,0.17,0.25,0.21,0.25,0.35,0.0
0.37,0.18,0.19,0.22,,0.2,0.76,0.2,0.44,0.37,0.28,0.09,0.08,0.4,0.35,0.0
0.01,0.08,0.0,0.04,0.17,0.01,0.03,0.11,0.0,0.17,0.0,0.0,0.04,0.03,0.0,0.048480045
,,,,,,,,,,,,,,,0.0
0.03,0.0,0.04,0.02,0.06,0.06,0.03,0.06,0.04,0.0,0.01,0.03,0.13,0.0,0.02,0.018087868
0.04,0.01,0.21,0.15,0.19,0.37,0.3,0.32,0.31,0.17,0.23,0.12,0.25,0.27,0.41,0.0
0.09,0.1,0.05,0.11,0.06,0.16,0.09,0.1,0.14,0.21,0.08,0.08,0.06,0.11,0.14,0.063924916
0.13,0.11,0.02,0.06,0.05,0.1,0.09,0.08,0.11,0.1,0.08,0.1,0.05,0.13,0.09,0.063261345
0.14,0.09,0.04,0.08,0.07,0.11,0.11,0.1,0.16,0.07,0.09,0.11,0.1,0.13,0.12,0.06374640000000001
0.07,0.07,0.05,0.22,0.12,0.22,0.2,0.11,0.14,0.21,0.1,0.16,0.14,0.28,0.13,0.06352337
0.06,0.11,0.03,0.13,0.07,0.16,0.12,0.11,0.11,0.16,0.08,0.13,0.11,0.12,0.08,0.06395737
0.16,0.14,0.07,0.12,0.11,0.15,0.13,0.1,0.13,0.28,0.1,0.17,0.11,0.16,0.14,0.06575213
0.06,0.17,0.08,0.12,0.11,0.14,0.12,0.1,0.1,0.14,0.09,0.12,0.11,0.16,0.12,0.06527131
0.07,0.11,0.05,0.12,0.06,0.12,0.12,0.12,0.12,0.16,0.09,0.1,0.09,0.11,0.17,0.063719705
0.19,0.11,0.09,0.13,0.11,0.17,0.1,0.1,0.11,0.15,0.09,0.12,0.1,0.13,0.11,0.0653604
0.15,0.07,0.05,0.14,0.1,0.16,0.1,0.11,0.1,0.08,0.09,0.11,0.11,0.13,0.1,0.06386119
0.14,0.1,0.07,0.09,0.11,0.13,0.11,0.11,0.14,0.22,0.09,0.12,0.09,0.12,0.16,0.06482035
0.1,0.06,0.04,0.11,0.08,0.16,0.09,0.1,0.09,0.11,0.07,0.09,0.09,0.12,0.11,0.06507285
0.11,0.12,0.08,0.11,0.12,0.14,0.1,0.1,0.1,0.14,0.09,0.12,0.1,0.13,0.1,0.06386108
0.12,0.09,0.12,0.12,0.11,0.16,0.09,0.1,0.1,0.07,0.09,0.12,0.11,0.11,0.14,0.06331305
0.12,0.09,0.06,0.12,0.09,0.15,0.11,0.12,0.11,0.09,0.08,0.11,0.09,0.12,0.13,0.06478006
0.1,0.12,0.04,0.28,0.1,0.29,0.2,0.13,0.17,0.26,0.12,0.16,0.13,0.28,0.19,0.14688455
0.09,0.06,0.04,0.12,0.09,0.15,0.1,0.11,0.13,0.06,0.08,0.14,0.11,0.12,0.14,0.06244123400000001
0.15,0.06,0.06,0.11,0.11,0.13,0.14,0.12,0.11,0.08,0.09,0.13,0.1,0.12,0.12,0.063629344
0.06,0.12,0.06,0.07,0.09,0.17,0.15,0.11,0.13,0.28,0.09,0.11,0.1,0.17,0.16,0.14859183
0.63,0.27,0.14,0.19,0.09,0.28,0.25,0.28,0.25,0.69,0.26,0.17,0.19,0.4,0.2,0.15885697
0.04,0.15,0.05,0.14,0.09,0.27,0.17,0.11,0.19,0.18,0.11,0.11,0.1,0.16,0.09,0.06738227
0.16,0.18,0.06,0.11,0.08,0.2,0.16,0.12,0.2,0.09,0.12,0.13,0.13,0.23,0.11,0.06411781
0.18,0.11,0.05,0.12,0.09,0.13,0.11,0.11,0.12,0.2,0.09,0.12,0.12,0.14,0.1,0.06457623
0.17,0.14,0.09,0.13,0.09,0.16,0.2,0.13,0.25,0.39,0.14,0.17,0.19,0.25,0.27,0.064317085
0.07,0.1,0.07,0.12,0.12,0.15,0.09,0.11,0.11,0.11,0.09,0.13,0.09,0.12,0.11,0.0645333
0.03,0.09,0.04,0.1,0.06,0.09,0.11,0.1,0.13,0.25,0.09,0.09,0.09,0.14,0.15,0.062349543
0.12,0.1,0.06,0.1,0.09,0.17,0.11,0.12,0.1,0.09,0.09,0.13,0.11,0.17,0.11,0.06386589
0.25,0.07,0.05,0.17,0.12,0.21,0.19,0.2,0.12,0.18,0.09,0.13,0.13,0.19,0.16,0.064246565
0.05,0.06,0.04,0.09,0.08,0.17,0.12,0.1,0.16,0.18,0.09,0.11,0.08,0.17,0.13,0.064342275
,,,,0.34,,,,,,0.25,0.21,,,,0.06388142
0.14,0.09,0.05,0.12,0.11,0.15,0.11,0.09,0.12,0.08,0.08,0.1,0.08,0.13,0.14,0.06388141
0.13,0.08,0.04,0.13,0.1,0.15,0.11,0.1,0.14,0.12,0.09,0.13,0.09,0.13,0.09,0.06349582
0.1,0.1,0.52,0.12,0.1,0.14,0.1,0.11,0.12,0.09,0.08,0.1,0.11,0.13,0.09,0.06427171
0.09,0.17,0.28,0.45,0.08,0.18,0.22,0.29,0.24,0.56,0.14,0.22,0.2,0.4,0.13,0.066925675
0.08,0.1,0.05,0.09,0.09,0.12,0.1,0.09,0.1,0.11,0.07,0.1,0.09,0.1,0.13,0.06468057
0.13,0.12,0.12,0.1,0.09,0.16,0.13,0.13,0.13,0.14,0.11,0.14,0.11,0.15,0.13,0.14669979
0.04,0.06,0.05,0.16,0.1,0.24,0.18,0.13,0.18,0.15,0.1,0.12,0.13,0.21,0.21,0.068421975
0.09,0.11,0.07,0.12,0.09,0.14,0.1,0.1,0.1,0.12,0.1,0.13,0.11,0.14,0.14,0.06460052
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.049999997
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.1
,,,,,,,,,,,,,,,0.0
0.04,0.03,0.0,0.0,,0.03,0.04,0.01,0.02,0.0,0.04,0.01,0.07,0.0,0.05,0.037089474
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
0.02,0.0,0.06,0.02,,0.09,0.03,,0.03,0.0,0.0,0.05,0.12,0.01,0.03,0.002527999
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.25
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
0.09,0.1,0.05,0.02,0.03,0.0,0.13,0.06,0.01,,0.0,0.0,0.01,0.01,0.0,0.008867706999999999
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.14999999
,,,,,,,,,,,,,,,0.049999997
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.098146476
0.11,0.13,,0.12,0.04,0.13,0.16,0.27,0.13,0.19,0.13,0.14,0.16,0.13,0.13,0.10589073
0.09,0.07,0.06,0.12,,0.11,0.14,0.28,0.16,0.11,0.1,0.12,0.24,0.15,0.1,0.06417708
0.03,0.09,0.06,0.06,0.07,0.08,0.07,0.07,0.07,0.1,0.05,0.07,0.07,0.06,0.07,0.06522609
0.05,0.14,0.05,0.08,0.04,0.09,0.12,0.14,0.11,0.06,0.07,0.06,0.11,0.09,0.12,0.06471080000000001
,,,,,,,,,,,,,,,0.0
0.05,0.05,0.03,0.1,0.08,0.1,0.1,0.12,0.1,0.04,0.06,0.06,0.1,0.09,0.13,0.06425834
0.08,0.06,0.08,0.09,0.08,0.09,0.1,0.12,0.12,0.11,0.08,0.08,0.1,0.09,0.09,0.08714926
0.12,0.18,,0.15,,0.09,0.24,0.17,0.18,0.24,0.23,0.16,,0.16,0.31,
0.05,0.12,0.13,0.09,,0.09,0.13,0.35,0.14,0.11,0.08,0.09,0.16,0.1,0.11,0.06382827
0.07,0.1,0.04,0.09,,0.08,0.15,0.15,0.1,0.18,0.07,0.07,0.09,0.1,0.07,0.06380371
0.16,0.15,0.12,0.19,,0.31,0.19,0.14,0.13,0.07,0.11,0.13,0.23,0.13,0.1,0.06423484
0.13,0.05,0.05316108,0.14,0.04,0.1,0.14,0.13,0.13,0.04,0.09,0.09,0.1,0.14,0.12,0.10632327
0.09,0.08,,0.09,,0.08,0.22,0.18,0.15,0.04,0.17,0.06,0.23,0.17,0.19,0.15
0.07,0.05,0.03,0.1,0.27,0.1,0.11,0.1,0.11,0.14,0.07,0.07,0.1,0.1,0.14,0.06537774
0.08,0.12,0.09,0.09,0.02,0.14,0.16,0.21,0.14,0.13,0.09,0.11,0.17,0.16,0.12,0.063871115
0.22,0.26,0.19,0.26,0.33,0.12,0.23,0.19,0.22,0.27,0.21,0.2,0.12,0.19,0.08,0.14328066
0.21,0.17,0.13,0.15,0.24,0.14,0.13,0.16,0.14,0.14,0.12,0.13,0.14,0.19,0.15,0.06467554
0.06,0.05,,0.08,0.06,0.08,0.09,0.11,0.09,0.12,0.06,0.1,0.08,0.07,0.11,0.06461315
0.11,0.09,0.07,0.1,0.06,0.1,0.11,0.11,0.1,0.18,0.09,0.14,0.09,0.1,0.13,0.06464024
0.08,0.06,0.03,0.08,0.19,0.08,0.1,0.21,0.09,0.06,0.07,0.07,0.12,0.09,0.1,0.0650342
0.06,0.07,0.11,0.08,0.1,0.1,0.08,0.13,0.08,0.05,0.07,0.05,0.12,0.08,0.14,0.06395413
0.07,0.07,0.05,0.06,,0.08,0.11,0.17,0.11,0.07,0.08,0.08,0.11,0.09,0.08,0.06308432
0.06,0.13,0.05,0.11,0.08,0.08,0.12,0.16,0.1,0.09,0.08,0.09,0.12,0.09,0.11,0.06461701
0.21,0.19,0.19,0.38,,0.43,0.22,0.19,0.24,0.22,0.14,0.14,0.21,0.21,0.19,0.06791024
0.03,0.07,0.03,0.13,0.04,0.11,0.09,0.1,0.12,0.09,0.08,0.08,0.09,0.09,0.15,0.063860424
0.02,0.06,0.09,0.11,0.1,0.14,0.12,0.13,0.11,0.16,0.08,0.09,0.13,0.11,0.16,0.0635226
,,,,,,,,,,,,,,,0.0
0.06,0.07,0.03,0.08,,0.09,0.15,0.18,0.13,0.19,0.08,0.07,0.14,0.11,0.09,0.06476436599999999
0.06,0.08,0.04,0.16,0.03,0.12,0.09,0.1,0.12,0.11,0.08,0.09,0.13,0.16,0.2,0.06396399
0.07,0.08,0.14,0.16,0.05,0.1,0.14,0.13,0.12,0.11,0.11,0.08,0.12,0.1,0.11,0.064423196
0.12,0.15,0.07,0.13,0.16,0.26,0.16,0.17,0.16,0.06,0.11,0.09,0.1,0.15,0.14,0.06511857
0.1,0.05,0.03,0.08,0.05,0.08,0.09,0.09,0.1,0.14,0.08,0.07,0.07,0.08,0.13,0.06374931
,,,,,,,,,,,,,,,0.0
0.05,0.04,0.04,0.17,0.04,0.12,0.08,0.1,0.11,0.06,0.07,0.08,0.12,0.09,0.15,0.06444326
0.05,0.05,0.05,0.07,0.05,0.09,0.09,0.09,0.11,0.09,0.06,0.06,0.08,0.09,0.08,0.064448245
0.22,0.28,0.22,0.49,,0.37,0.36,0.33,0.52,0.23,0.2,0.17,0.31,0.31,0.51,0.17088027
0.03,0.07,0.05,0.07,0.05,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.08,0.06578859
0.07,0.06,0.02,0.07,,0.08,0.1,0.19,0.09,0.08,0.07,0.09,0.13,0.08,0.08,0.06450276
0.04,0.08,0.03,0.14,0.05,0.12,0.09,0.1,0.11,0.08,0.07,0.08,0.09,0.11,0.12,0.06295587
0.04,0.14,0.03,0.1,0.05,0.08,0.08,0.07,0.08,0.08,0.06,0.08,0.05,0.09,0.1,0.065499365
0.2,0.24,0.1,0.18,,0.14,0.16,0.43,0.23,0.2,0.15,0.08,0.27,0.2,0.24,0.15445379999999995
0.06,0.05,0.05,0.12,0.07,0.09,0.1,0.12,0.1,0.12,0.07,0.07,0.09,0.07,0.08,0.064419456
,,,,,,,,,,,,,,,
0.1,0.09,0.03,0.1,,0.1,0.12,0.16,0.1,0.07,0.09,0.09,0.13,0.11,0.11,0.06511611
,0.05,,,,0.05,,,,,,,,,,0.25
0.05,0.09,0.04,0.1,0.06,0.1,0.08,0.11,0.12,0.07,0.07,0.1,0.12,0.09,0.14,0.06370309
,0.08,,,,0.08,,,,,,,,,,0.0
0.34,0.09,0.1,0.4,,0.31,0.43,0.31,0.42,0.18,0.25,0.22,0.33,0.37,0.21,0.0
0.05,0.06,0.04,0.14,0.05,0.1,0.09,0.08,0.09,0.1,0.07,0.09,0.1,0.1,0.13,0.063244395
0.07,0.09,0.04,0.14,0.04,0.15,0.12,0.12,0.12,0.08,0.07,0.11,0.09,0.16,0.21,0.06480979
0.09,0.08,,0.08,0.06,0.11,0.09,0.08,0.09,0.14,0.08,0.12,0.1,0.11,0.11,0.06634184
0.08,0.06,0.04,0.1,,0.12,0.13,0.16,0.15,0.08,0.1,0.11,0.09,0.13,0.11,0.10416331
0.03,0.1,0.04,0.08,0.07,0.07,0.07,0.07,0.07,0.11,0.06,0.07,0.05,0.08,0.08,0.064492725
0.07,0.11,0.12,0.1,,0.09,0.11,0.14,0.1,0.07,0.07,0.08,0.09,0.08,0.07,0.06553472
0.17,0.09,0.07,0.1,0.14,0.09,0.15,0.18,0.16,0.11,0.09,0.09,0.12,0.13,0.14,0.064713515
0.21,0.11,0.09,0.2,0.15,0.27,0.17,0.11,0.12,0.17,0.13,0.15,0.17,0.19,0.13,0.06391573
0.19,0.22,0.09,0.19,0.09,0.14,0.13,0.13,0.18,0.13,0.12,0.19,0.09,0.2,0.16,0.06356226
0.31,0.13,0.11,0.15,0.18,0.24,0.14,0.09,0.14,0.15,0.13,0.17,0.15,0.16,0.13,0.06600302
0.08,0.1,0.03,0.24,0.12,0.29,0.21,0.14,0.17,0.22,0.11,0.15,0.16,0.26,0.17,0.06409124
0.29,0.14,0.09,0.12,0.18,0.28,0.14,0.1,0.15,0.19,0.13,0.19,0.16,0.19,0.13,0.0657023
,,,,,,,,,,,,,,,0.15
0.15,0.15,0.21,0.41,0.12,0.31,0.48,0.36,0.46,0.16,0.31,0.45,0.33,0.53,0.51,0.14344949
0.43,0.08,0.13,0.2,0.12,0.25,0.18,0.12,0.14,0.29,0.11,0.16,0.14,0.19,0.15,0.06387407
0.25,0.3,0.12,0.23,0.08,0.2,0.2,0.12,0.27,0.21,0.15,0.24,0.16,0.23,0.23,0.064847745
0.18,0.29,0.12,0.16,0.08,0.12,0.12,0.12,0.17,0.21,0.12,0.15,0.08,0.16,0.2,0.064443424
,0.07,,,,0.07,,,,,,,,,,0.15
,,,,,,,,,,0.07901821,,,,,
0.23,0.06,0.04,0.24,0.13,0.32,0.24,0.14,0.13,0.14,0.12,0.16,0.17,0.23,0.12,0.06521038
,,,,,,,,,,,,,,,0.0
0.14,0.16,0.09,0.17,0.07,0.13,0.1,0.13,0.14,0.16,0.12,0.17,0.09,0.14,0.13,0.06322482
0.23,0.19,0.1,0.17,0.11,0.14,0.14,0.13,0.17,0.14,0.13,0.19,0.11,0.21,0.19,0.064000696
0.25,0.08,0.22,0.21,0.1,0.31,0.23,0.19,0.14,0.17,0.13,0.2,0.18,0.26,0.11,0.0647296
0.16,0.12,0.09,0.14,0.09,0.13,0.11,0.1,0.11,0.15,0.1,0.15,0.09,0.14,0.12,0.06449149
0.18,0.23,0.1,0.17,0.09,0.14,0.11,0.12,0.18,0.1,0.12,0.18,0.08,0.16,0.19,0.06316964
0.17,0.14,0.1,0.13,0.11,0.12,0.1,0.09,0.12,0.13,0.1,0.13,0.09,0.13,0.1,0.06468660400000001
0.3,0.13,0.1,0.17,0.18,0.26,0.15,0.13,0.14,0.2,0.14,0.16,0.15,0.18,0.13,0.06756811
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
0.31,0.14,0.1,0.16,0.14,0.23,0.14,0.11,0.15,0.26,0.12,0.15,0.12,0.16,0.14,0.06576813
,,,,,,,,,,,,,,,0.0
,0.06,,,,0.06,,,,,,,,,,0.1
0.15,0.22,0.09,0.13,0.1,0.18,0.11,0.1,0.23,0.25,0.12,0.17,0.09,0.15,0.2,0.06450007
0.14,0.09,0.08,0.12,0.08,0.12,0.09,0.08,0.12,0.08,0.08,0.1,0.07,0.11,0.1,0.06512948
0.2,0.04,0.09,0.38,0.09,0.34,0.31,0.22,0.23,0.27,0.09,0.13,0.16,0.36,0.2,0.06617135
,,,,,,,,,,,,,,,0.0
0.38,0.1,0.07,0.15,0.12,0.18,0.12,0.13,0.1,0.23,0.1,0.16,0.12,0.16,0.13,0.06427176
0.19,0.19,0.12,0.12,0.09,0.14,0.11,0.09,0.14,0.1,0.11,0.15,0.08,0.15,0.14,0.06480803
0.31,0.12,0.23,0.26,0.17,0.36,0.23,0.21,0.16,0.23,0.14,0.19,0.22,0.28,0.13,0.065396816
,,,,,,,,,,,,,,,0.1
0.35,0.14,0.27,0.15,0.11,0.25,0.16,0.11,0.19,0.01,0.14,0.17,0.13,0.22,0.15,0.064886734
0.15,0.24,0.09,0.14,0.08,0.14,0.11,0.1,0.2,0.05,0.11,0.19,0.09,0.14,0.15,0.06514115
0.16,0.09,0.09,0.11,0.11,0.14,0.09,0.09,0.1,0.12,0.1,0.13,0.09,0.11,0.1,0.06565927
,,,,,,,,,,,,,,,0.0
0.57,0.09,0.09,0.37,0.09,0.35,0.28,0.19,0.18,0.24,0.14,0.19,0.16,0.37,0.19,0.12960474
0.33,0.12,0.14,0.17,0.12,0.24,0.16,0.12,0.12,0.43,0.12,0.18,0.12,0.19,0.15,0.06507669
0.03,0.19,0.05,0.26,0.08,0.39,0.32,0.62,0.36,,0.17,0.31,0.17,0.5,0.29,0.13000478
0.32,0.12,0.1,0.17,0.15,0.23,0.14,0.09,0.17,0.18,0.13,0.16,0.14,0.18,0.11,0.0643475
0.21,0.1,0.06,0.17,0.15,0.24,0.15,0.11,0.1,0.14,0.11,0.14,0.13,0.15,0.09,0.06415482
0.09,0.14,0.06,0.1,0.3,0.44,0.16,0.24,0.29,0.6,0.18,0.15,0.12,0.35,0.19,0.0669696
0.15,0.11,0.08,0.12,0.06,0.14,0.13,0.12,0.17,0.19,0.11,0.14,0.09,0.16,0.13,0.06310569
0.18,0.14,0.09,0.07,0.21,0.55,0.26,0.22,0.24,0.35,0.17,0.18,0.22,0.29,0.18,0.12210641
0.11,0.09,0.07,0.09,0.11,0.33,0.14,0.11,0.17,0.13,0.12,0.15,0.11,0.2,0.16,0.06730393
0.25,0.11,0.1,0.13,0.24,0.43,0.21,0.11,0.38,0.37,0.23,0.25,0.18,0.37,0.17,0.06680111
0.17,0.1,0.06,0.12,0.07,0.42,0.14,0.13,0.17,0.17,0.12,0.13,0.12,0.21,0.14,0.06785038
0.23,0.11,0.08,0.09,0.12,0.24,0.24,0.21,0.32,0.17,0.16,0.17,0.16,0.26,0.27,0.1254558
0.09,0.11,0.08,0.12,0.13,0.23,0.17,0.15,0.35,0.25,0.17,0.2,0.13,0.3,0.11,0.066985205
0.2,0.12,0.05,0.1,0.27,0.59,0.19,0.11,0.22,0.22,0.16,0.15,0.11,0.24,0.22,0.06637186
0.16,0.1,0.05,0.1,0.1,0.19,0.14,0.14,0.15,0.13,0.12,0.14,0.09,0.17,0.16,0.12738702
0.14,0.07,0.06,0.09,0.09,0.23,0.15,0.12,0.17,0.17,0.12,0.15,0.12,0.21,0.12,0.066369876
0.17,0.09,0.05,0.13,0.06,0.13,0.13,0.12,0.13,0.2,0.11,0.12,0.1,0.17,0.14,0.06340669
0.33,0.11,0.05,0.15,0.1,0.16,0.16,0.13,0.27,0.27,0.14,0.13,0.14,0.29,0.21,0.066673234
0.07,0.08,0.05,0.12,0.1,0.13,0.12,0.11,0.12,0.15,0.08,0.12,0.07,0.11,0.11,0.063679874
0.07,0.14,0.06,0.16,0.05,0.19,0.22,0.2,0.27,0.31,0.19,0.24,0.22,0.3,0.28,0.14148
0.46,0.12,0.07,0.16,0.09,0.43,0.17,0.15,0.35,0.5,0.21,0.34,0.3,0.37,0.22,0.14458413
0.08,0.12,0.05,0.09,0.09,0.3,0.23,0.13,0.23,0.27,0.17,0.17,0.14,0.3,0.14,0.14298964
,,,,0.2,,,,,,0.11,0.21,,,,0.06639778
0.04,0.09,0.05,0.12,0.1,0.49,0.2,0.23,0.43,0.39,0.15,0.15,0.19,0.22,0.27,0.06615164
0.06,0.08,0.05,0.1,0.05,0.38,0.21,0.23,0.35,0.43,0.17,0.17,0.2,0.32,0.23,0.069042645
0.04,0.1,0.07,0.11,0.08,0.39,0.19,0.17,0.21,0.66,0.14,0.16,0.14,0.31,0.2,0.14161804
0.08,0.14,0.11,0.1,0.1,0.27,0.14,0.1,0.18,0.13,0.1,0.1,0.09,0.16,0.15,0.10298972
0.05,0.09,0.12,0.07,0.08,0.09,0.11,0.08,0.14,0.11,0.09,0.09,0.09,0.1,0.11,0.10400127
0.09,0.15,0.15,0.09,0.08,0.1,0.11,0.09,0.16,0.14,0.09,0.07,0.08,0.14,0.13,0.10348892
0.08,0.1,0.14,0.08,0.09,0.08,0.11,0.09,0.15,0.1,0.09,0.1,0.09,0.13,0.11,0.10347207
0.1,0.1,0.12,0.12,0.07,0.11,0.09,0.08,0.11,0.1,0.08,0.09,0.07,0.12,0.17,0.10285662
0.06,0.13,0.12,0.09,0.05,0.18,0.09,0.08,0.13,0.11,0.08,0.09,0.07,0.15,0.15,0.10307354
0.09,0.11,0.16,0.09,0.08,0.12,0.13,0.1,0.15,0.12,0.12,0.12,0.1,0.13,0.12,0.10427083
0.08,0.11,0.14,0.08,0.06,0.1,0.12,0.1,0.15,0.09,0.08,0.09,0.07,0.19,0.09,0.103687726
0.06,0.08,0.14,0.08,0.07,0.1,0.09,0.08,0.13,0.18,0.08,0.08,0.06,0.13,0.12,0.10386356
0.06,0.22,0.16,0.13,0.11,0.15,0.12,0.12,0.14,0.11,0.08,0.1,0.11,0.17,0.09,0.10522972
0.08,0.08,0.12,0.13,0.09,0.17,0.12,0.1,0.16,0.11,0.11,0.13,0.09,0.18,0.12,0.10312378
0.05,0.1,0.17,0.11,0.08,0.15,0.13,0.09,0.21,0.21,0.1,0.11,0.11,0.19,0.18,0.10694788
0.07,0.08,0.03,0.14,0.08,0.13,0.11,0.1,0.17,0.08,0.09,0.09,0.08,0.19,0.09,0.10222958
